datMyth.PTP	0	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	111	0	<EMPTY>	中国の古代神話に登場{0A}する魔王。数々の武器{0A}を発明した者でもある{0A}とされる。{0A}強大な軍勢を率い、世{0A}界を脅かすが、太母神{0A}である西王母の助けを{0A}得た英雄·黄帝に敗れ、{0A}体をバラバラにされ2{0A}ヶ所に埋められた。	；中国古代神话中登场{0A}的魔王。发明了各种{0A}各样的武器，率领着{0A}强大的军队，并对世{0A}界产生了威胁。后被{0A}得到太母神西王母相{0A}助的英雄皇帝击败，{0A}被分尸，尸体被分开{0A}埋于两处。
datMyth.PTP	112	0	<EMPTY>	インド神話における、{0A}三大神の一つ。ヴィシ{0A}ュヌと並び、今なお熱{0A}烈な信仰を集める神。{0A}破壊神として無比の力{0A}を誇りながら、同時に{0A}医薬や再生を司る神で{0A}もあり、彼の舞い踊る{0A}リズムによって万物は{0A}流転するという。	；印度神话三大神之一。{0A}和毗湿奴一样是至今{0A}仍受到热烈信奉的神{0A}祇。他除了是拥有无{0A}比威力的破坏神之外，{0A}同时也是掌管医药与{0A}再生的神祇。据说万{0A}物都将跟随着他的舞{0A}蹈节奏而流转。
datMyth.PTP	113	0	<EMPTY>	平将門。平安中期の東{0A}国の英雄。{0A}「新皇」と称して朝廷{0A}に反乱を起こすが、藤{0A}原秀郷らに討たれる。{0A}京で晒された首は江戸{0A}まで飛来し、そこで御{0A}霊神になったと伝えら{0A}れている。	；平将门。平安时代中{0A}期东国的英雄。他自{0A}称「新皇」起兵反抗{0A}朝廷，但却遭藤原秀{0A}乡等人讨伐。传说他{0A}在京都被斩首示众的{0A}首级飞至江户，成为{0A}被奉祀的神灵。
datMyth.PTP	114	0	<EMPTY>	斎天大聖孫悟空行者、{0A}いわゆる「孫悟空」。{0A}花果山の山頂にあった{0A}仙石が天地の気を受け{0A}て命を宿した存在。{0A}天·地·冥の三界を荒{0A}らし回って釈迦如来の{0A}戒めを受けるが、後に{0A}三蔵法師に救われ、成{0A}道の旅へとおもむく。	；齐天大圣孙行者，即{0A}所谓「孙悟空」。{0A}是花果山顶上的仙石{0A}在吸收天地精华之后{0A}而生。它因为大闹天、{0A}地、冥三界因而遭到{0A}释迦如来训诫，后来{0A}则为三藏法师所救，{0A}伴随他走上西天取经{0A}之旅。
datMyth.PTP	115	0	<EMPTY>	古事記に登場する、8{0A}つの頭と8つの尾を持{0A}つ巨大な龍。{0A}毎年娘を生�として食{0A}らっていたが、�とし{0A}て仕掛けられた酒に酔{0A}ったところをスサノオ{0A}神の剣で切り裂かれて{0A}死んだ。	；在古事记中登场。{0A}拥有八头八尾的巨龙。{0A}每年它都要吃掉一名{0A}作为祭品的少女，但{0A}却因为喝了民众刻意{0A}准备的酒而醉倒，最{0A}后死于须佐之男命的{0A}神剑之下。
datMyth.PTP	116	0	<EMPTY>	出雲国風土記に伝わる{0A}巨人。{0A}自分の住む出雲の国を{0A}広げようと思ったオオ{0A}ミツヌは、対岸にある{0A}新羅の国の余った土地{0A}に綱を掛け、引き寄せ{0A}た。これは「国引」と{0A}呼ばれる。	；出云国风土记中记载{0A}的巨人。打算扩大自{0A}己居住的出云国领土{0A}的八束水臣津野命，{0A}在对岸新罗国多余的{0A}土地上挂上了绳索，{0A}然后将其拖来归为自{0A}己所有。这就是「国{0A}引」传说。
datMyth.PTP	117	0	<EMPTY>	ユダヤ教·キリスト教{0A}伝承で天界より堕ちた{0A}とされる大天使。その{0A}名は「明けの明星」を{0A}意味する。{0A}神に逆らったことで知{0A}られるが、人間に光を{0A}与えた者として崇拝さ{0A}れることのある存在で{0A}もある。	；犹太教和基督教的记{0A}录中，自天堂遭到放{0A}逐的大天使。名字的{0A}意思是「拂晓之明{0A}星」。虽然他因违逆{0A}神的旨意而广为人知，{0A}但同时也因赐予了人{0A}类光明而受到崇拜。
datMyth.PTP	118	0	<EMPTY>	ユダヤ伝承の有力な天{0A}使。メタトロンの双子{0A}の兄弟とされる。{0A}彼は天界の書記官であ{0A}り、人々の祈りを神へ{0A}届けるという役目を持{0A}つ。ヘブライ語の祈り{0A}を神の頭にのせる花飾{0A}りとすることも彼の役{0A}目だとされる。	；在犹太教记载中的大{0A}天使，是梅塔特隆的{0A}孪生兄弟。他是天堂{0A}的书记官，负责将人{0A}们的祈祷传达给神。{0A}将希伯来语的祷词制{0A}成花饰装饰在神的头{0A}上，也是他的工作。
datMyth.PTP	119	0	<EMPTY>	強く悪を求めたジャッ{0A}クフロスト。{0A}恐ろしさの中にも愛�{0A}を残す妖精ジャックフ{0A}ロストに生まれながら{0A}も、悪魔としての鍛錬{0A}を忘れなかった者は、{0A}この魔王級の力を持つ{0A}個体へと変じる。	；强烈渴求邪恶的杰克{0A}霜精。在恐怖而又带{0A}点可爱的杰克霜精中，{0A}若出现了并未忘记锻{0A}炼自己身为恶魔的能{0A}力的杰克霜精，便会{0A}变成这种具有魔王级{0A}实力的个体。
datMyth.PTP	120	0	<EMPTY>	インド神話の聖なる鳥。{0A}ナ‒ガ族の陰謀で捕わ{0A}れた母を救うため、不{0A}死の甘露を狙って一度{0A}は天界を襲った。この{0A}際、多くの神々を退け{0A}た力をヴィシュヌに買{0A}われ、不死の獲得と引{0A}き換えに、以後ヴィシ{0A}ュヌの乗り物となる。	；印度神话中的圣鸟。{0A}由于它的母亲落入纳{0A}迦族的陷阱，因此它{0A}为了得到不死的甘露{0A}而袭击了天界。它击{0A}退了众多神祇，因而{0A}受到毗湿奴的赏识，{0A}于是以获得不死之身{0A}为交换条件，成为了{0A}毗湿奴的坐骑。
datMyth.PTP	121	0	<EMPTY>	旧約聖書のアモス書に{0A}おいて、イスラエルの{0A}民が主たる神を受け入{0A}れる前に信奉していた{0A}と記されている偶像神。{0A}星を象徴するという。{0A}サクテの名で呼ばれる{0A}別の偶像神と一対で語{0A}られる事が多い。	；在旧约圣经的阿摩司{0A}书当中，以色列的子{0A}民在信奉真主前所崇{0A}拜的偶像神。据说是{0A}星星的象征，和另一{0A}个名为「沙克特」的{0A}偶像神一起被提及。
datMyth.PTP	122	0	<EMPTY>	インド神話の象頭神。{0A}元来は夫シヴァに入浴{0A}を見られまいとしたパ{0A}‒ルヴァティが護衛の{0A}為に垢から作った神。{0A}しかしたちまちシヴァ{0A}に首をはねられ、遺骸{0A}を最初に発見した象の{0A}頭を代わりに与えられ{0A}て現在の姿となった。	；印度神话中的象头神。{0A}原本是帕尔瓦蒂因为{0A}不堪被丈夫偷窥入浴，{0A}而从污垢造出的神祇，{0A}但却马上遭到湿婆斩{0A}首。最先发现祂的遗{0A}骸的是一只大象，于{0A}是它的头就被用来当{0A}做替代品，成为我们{0A}现在看到的样貌。
datMyth.PTP	123	0	<EMPTY>	インド神話の聖なる牡{0A}牛。四足獣の守護者と{0A}される。{0A}シヴァ神の侍者であり、{0A}彼の乗り物でもある。{0A}シヴァが聖なる踊りを{0A}舞うときには、そのた{0A}めの音楽を奏でる。	；印度神话中出现的神{0A}圣公牛。是四足兽的{0A}守护者。既是湿婆神{0A}的侍者，也是他的坐{0A}骑。会在湿婆跳起神{0A}圣之舞时为其奏乐。
datMyth.PTP	124	0	<EMPTY>	スラブ神話の死神。名{0A}は「黒い神」を意味す{0A}る。地下に住み、夜と{0A}悪と死を司るとされる。{0A}光と善を司る「白い神」{0A}ベロボ‒グは彼に対立{0A}する者である。{0A}人々の中には、その呪{0A}力ゆえ彼を崇拝する者{0A}もいた。	；斯拉夫神话中的死神。{0A}名字的意思是「黑之{0A}神」。居住于地底，{0A}掌管黑夜、邪恶与死{0A}亡。掌管光明与善良{0A}的「白之神」贝洛伯{0A}格是与它对立的存在。{0A}也有人因为它所拥有{0A}的诅咒之力而崇拜它。
datMyth.PTP	125	0	<EMPTY>	ギリシャ神話における{0A}酒と演劇の神。主に女{0A}性から熱狂的な信仰を{0A}集めた。{0A}元来はトラキアの山脈{0A}を守護する生命の神。{0A}葡萄の木を発見し、そ{0A}の栽培と葡萄酒の製法{0A}を人間に普及させたと{0A}いう。	；希腊神话中的酒与戏{0A}剧之神。主要受到女{0A}性的狂热崇拜。原本{0A}是守护色雷斯地区山{0A}脉的生命之神。据说{0A}是他发现了葡萄树，{0A}并将其栽培方法与葡{0A}萄酒的酿造技术普及{0A}到人间。
datMyth.PTP	126	0	<EMPTY>	ヴィシュヌ神の変身で{0A}ある半人半獅子の神。{0A}人間·動物·神には殺{0A}されないという恩恵を{0A}受けていた魔王ヒラニ{0A}ャカシプを倒すために{0A}この姿で地上に現れ、{0A}夜にも昼にも死なない{0A}とされた魔王を夕方に{0A}討った。	；半人半狮之神，是毗{0A}湿奴的化身。由于魔{0A}王金床获梵天赐予了{0A}不会被人、动物、神{0A}所杀的祝福，因此他{0A}以这样的姿态现身，{0A}并在黄昏杀死这一号{0A}称在白昼与黑夜都不{0A}会死去的魔王。
datMyth.PTP	127	0	<EMPTY>	スリランカの神話に伝{0A}わる巨象の怪物。釈迦{0A}の解脱を阻みに訪れた{0A}魔王マ‒ラが騎乗して{0A}いたとされる。{0A}邪眼を持ち、それに見{0A}据えられた者には病と{0A}災いが降り注ぐという。	；斯里兰卡神话中的巨{0A}象怪。是魔王魔罗阻{0A}止释迦禅定悟道时，{0A}赶来骑乘的坐骑。它{0A}拥有邪眼，能使它所{0A}见之人生病，并对其{0A}降下灾厄。
datMyth.PTP	128	0	<EMPTY>	スリランカの神話に伝{0A}わる巨鳥の姿の悪魔。{0A}思想的に敵対するイン{0A}ド神話の霊鳥ガル‒ダ{0A}が悪魔として解釈され{0A}た存在。	；斯里兰卡神话中，外{0A}型犹如巨鸟的恶魔。{0A}是将敌对思想印度教{0A}中的灵鸟迦楼罗解释{0A}为恶魔而产生的存在。
datMyth.PTP	129	0	<EMPTY>	聖書·マルコ福音書に{0A}「我、多数なり」と記{0A}される悪霊の大群。{0A}元来の名の由来は当時{0A}のロ‒マで用いられた{0A}軍隊用語で、5000人規{0A}模の兵団を指す「連隊」{0A}の意だったという。	；在马可福音中留下「我{0A}名叫群，因为我们多{0A}的缘故」之记载的大{0A}群恶灵。原名来自于{0A}当时罗马军队术语「连{0A}队」，意指约5000人{0A}规模的军队。
datMyth.PTP	130	0	<EMPTY>	ソロモン王の72柱の{0A}魔神の1者。大がらな馬{0A}に騎乗した恐怖の王。{0A}72柱魔の中でも特に{0A}高位の王であり、礼を{0A}欠く対面者はたちまち{0A}焼き殺されるという。	；所罗门王72柱魔神{0A}之一。是骑乘着高大{0A}骏马的恐怖之王。在{0A}72柱魔神中地位也{0A}特别崇高，据说若见{0A}到它的人稍有失礼，{0A}它会毫不犹豫地烧死{0A}他们。
datMyth.PTP	131	0	<EMPTY>	イタリアの古い邪悪な{0A}神。黒い太陽との異称{0A}も持つ。大地の穣りの{0A}代わりに生�を要求し{0A}たという。{0A}後にロ‒マ人によって{0A}クロノス神と同一視さ{0A}れるようになった。	；意大利的古老恶神。{0A}别名黑色太阳，据说{0A}他会要求活祭品作为{0A}让大地丰饶的交换条{0A}件。后来被与罗马人{0A}克洛诺斯互相为混淆{0A}为同一神祇。
datMyth.PTP	132	0	<EMPTY>	インド神話における、{0A}最高神の1つ。宇宙を{0A}維持する神。太陽の光{0A}が神格化された存在。{0A}10の姿に化身し、正{0A}義を打ち立てるために{0A}様々な時と場所に現れ{0A}悪を討つ。 	；印度神话中的最高神{0A}之一，是支撑宇宙之{0A}神。他是将太阳光神{0A}格化之后的存在，拥{0A}有十种化身，并且会{0A}为了伸张正义，出现{0A}在各种时间与场所讨{0A}伐邪恶。 
datMyth.PTP	133	0	<EMPTY>	インドネシア·バリの{0A}神話に伝わる獅子の姿{0A}の神獣。{0A}バリ·ヒンドゥ‒の善{0A}の側面を象徴し、悪を{0A}象徴する魔女ランダと{0A}対を成す。倒されても{0A}必ず復活し、ランダと{0A}永劫の戦いを続ける。	；印尼巴厘岛神话中有{0A}着狮子样貌的神兽。{0A}在巴厘岛印度教当中{0A}是善良的象征。与邪{0A}恶的象征女巫兰达对{0A}立。即使被打倒也会{0A}不断转世，持续着两{0A}者间永无止境的战斗。
datMyth.PTP	134	0	<EMPTY>	インド神話のハゲワシ{0A}の王。霊鳥ガル‒ダの{0A}化身であるとされる。{0A}ヴィシュヌの化身であ{0A}るラ‒マ王を助けて、{0A}魔王ラ‒ヴァナから王{0A}女シ‒タ‒を取り返す{0A}べく奮闘する姿が叙事{0A}詩ラ‒マ‒ヤナに記さ{0A}れている。	；印度神话中的秃鹰之{0A}王。被认为是灵鸟迦{0A}楼罗的化身。它帮助{0A}毗湿奴的化身罗摩王，{0A}从魔王拉瓦那手中救{0A}回希特公主的事迹，{0A}被收录于叙事诗「罗{0A}摩耶那」当中。
datMyth.PTP	135	0	<EMPTY>	古代エジプトにおいて、{0A}天空、鷹と隼、ナイル{0A}河の流れなど、自然の{0A}恵みや偉大さを広く象{0A}徴した神。時にホルス{0A}こそが主神と見なされ{0A}た場合もあり、その影{0A}響から太陽の属性をも{0A}併せ持つ。	；古埃及象征着天空、{0A}隼鹰、尼罗河水流等{0A}各种自然恩惠与伟大{0A}象征的神祇。有时甚{0A}至被认为是主神。因{0A}此，它也具有部分太{0A}阳的特质。
datMyth.PTP	136	0	<EMPTY>	アステカ神話の神。{0A}名は「羽毛のある蛇」{0A}の意であり、翼ある大{0A}蛇として描かれる。{0A}自らの血で人を造り、{0A}その豊穣と文化を培う。{0A}また、金星はケツアル{0A}カトルの心臓であると{0A}言われる。	；阿兹特克神话中的神{0A}祇。名字的意思是「拥{0A}有羽毛的蛇」常被描{0A}绘成有着翅膀的大蛇。{0A}它用自己的血造出了{0A}人类，孕育出丰饶与{0A}文化。金星被认为是{0A}羽蛇神的心脏。
datMyth.PTP	137	0	<EMPTY>	日本神話に伝わる霊鳥。{0A}アマテラスが人間に遣{0A}わしたという3本の脚{0A}をもった聖なるカラス。{0A}戦で道に迷った神武天{0A}皇の東征軍を導き勝利{0A}させた。高い神格ゆえ、{0A}資格の無い者が直視す{0A}ると気がふれてしまう{0A}という。	；日本神话中的灵鸟。{0A}拥有三只脚的神圣乌{0A}鸦，据说是天照大神{0A}派至人间的。它曾引{0A}导迷路的神武天皇东{0A}征军赢得胜利。由于{0A}它的神格相当高，因{0A}此若有不具备资格的{0A}人胆敢直视，会使它{0A}不悦。
datMyth.PTP	138	0	<EMPTY>	救世主。最後の審判の{0A}前に現れ、善き人々を{0A}救うとされる者。{0A}世界各地の神話や伝承{0A}に多様な形であらわれ{0A}る普遍的存在である。{0A}その多くは死と再生を{0A}経て生まれてくる。	；救世主，指在最终审{0A}判前出现，救赎善人{0A}之人。在世界各地的{0A}神话传说中，以各种{0A}各样的形态出现。多{0A}数都经历过死而复生。
datMyth.PTP	139	0	<EMPTY>	インド神話のアスラ族{0A}の王。{0A}「偉大なるあまねく照{0A}らす者」という意味の{0A}マハ‒ヴィロ‒シャナ{0A}がその名である。{0A}仏教に入ると大日如来{0A}に変わり、密教の最高{0A}神となった。	；印度神话中的阿修罗{0A}族之王。他的名字是{0A}「毗卢遮那」，意即{0A}「照耀一切的伟大存{0A}在」。在佛教中转化{0A}为大日如来，被视为{0A}是密宗的最高神。
datMyth.PTP	140	0	<EMPTY>	天使の中で最も偉大で{0A}最も謎に満ちている者。{0A}神の顔、契約の天使な{0A}ど多数の異名を持つ。{0A}世界を維持する努めを{0A}担っているとされる反{0A}面、人々に残虐な行為{0A}を為す側面も併せ持つ{0A}と言う。	；在天使中最伟大，同{0A}时也充满最多谜团者。{0A}他拥有「神之颜」、{0A}「契约天使」等各式{0A}各样的别名。他在负{0A}责维护世界运行的同{0A}时，也有着对人类做{0A}出残忍行为的一面。
datMyth.PTP	141	0	<EMPTY>	名に「敵対者」の意味{0A}を持つユダヤ教·キリ{0A}スト教の闇の天使。{0A}エデンの園でアダムと{0A}イヴを誘惑した悪しき{0A}蛇としても知られる。{0A}人間を審判するために{0A}天界から遣わされた、{0A}告発する天使であると{0A}もいわれる。	；犹太教和基督教中的{0A}暗天使。它的名字的{0A}意思是「敌对者」。{0A}同时它也是在伊甸园{0A}中诱惑亚当与夏娃的{0A}那只邪恶的蛇。也有{0A}说法指出它是为了审{0A}判人世而从天堂被派{0A}来的告发天使。
datMyth.PTP	142	0	<EMPTY>	天使のヒエラルキ‒の{0A}頂点に立つ四大天使の{0A}一者。聖母に受胎を告{0A}知したという聖告天使。{0A}名は「統括する者」を{0A}意味する。顔立ちは少{0A}女のようであり、天使{0A}の中でガブリエルだけ{0A}は性的に中立でなく女{0A}性だとする解釈もある。	；位于天使位阶顶点的{0A}四大天使之一。是告{0A}知圣母受胎的报喜天{0A}使。她的名字意思是{0A}「统筹者」。拥有少{0A}女般的脸庞，因此也{0A}有一说认为，加百列{0A}是天使当中唯一的女{0A}性。
datMyth.PTP	143	0	<EMPTY>	北斗七星が道教思想に{0A}よって神格化された神。{0A}死と裁きを司る。{0A}その姿は、氷のように{0A}透き通った衣に身を包{0A}む醜い老人だとされる。	；是道教思想中将北斗{0A}七星加以神格化之后{0A}的神仙。掌管死亡与{0A}制裁。据说他的外貌{0A}是一位被有如冰一般{0A}透明的外衣包裹着的{0A}丑陋老人。
datMyth.PTP	144	0	<EMPTY>	ヨハネ黙示録に予言さ{0A}れるラッパを持つ神の{0A}遣い。天使であるとさ{0A}れる。{0A}彼らの吹き鳴らすラッ{0A}パは火災や星の墜落な{0A}ど様々な災厄を起こし、{0A}地上を一旦、死の世界{0A}へ変えると言う。	；约翰默示录中的预言{0A}提到的手持喇叭的神{0A}之使者。被视为天使{0A}的一种。它们所吹着{0A}的喇叭，将会引起火{0A}灾和星辰坠落等种种{0A}灾厄，将地上世界变{0A}为死亡世界。
datMyth.PTP	145	0	<EMPTY>	ジャッカルの頭を持つ、{0A}エジプト神話の死者を{0A}導く神。{0A}死者の魂を裁く「オシ{0A}リスの法廷」で死者の{0A}心臓の重さを量り、天{0A}国に行けるかどうかを{0A}判断する役目を担う。{0A}ミイラ化の技術を司る{0A}のも彼である。	；拥有豺狼的头颅，是{0A}埃及神话中指引死者{0A}之神。在审判死者的{0A}「欧西里斯的法庭」{0A}上，他负责称量死者{0A}的心脏，以判断死者{0A}是否有资格前往天国。{0A}他也掌管着制作木乃{0A}伊的技术。
datMyth.PTP	146	0	<EMPTY>	粘液状の体をもつ原始{0A}的な怪物。起源は諸説{0A}あり判然としない。{0A}一般に光るものを集め{0A}る習性があるとされる。	；拥有粘液般身体的原{0A}始怪物。关于它的起{0A}源有各种说法，但并{0A}无定论。一般认为它{0A}有收集发光物体的习{0A}性。
datMyth.PTP	147	0	<EMPTY>	中国の伝承で、複数の{0A}人間が首をくくった木{0A}に宿るとされる木の精。{0A}白装束を纏った美少女{0A}の姿をしているが、そ{0A}の体は人よりもずっと{0A}小さい。{0A}言葉を持たないが、声{0A}は小鳥のように澄んで{0A}いるという。	；在中国传说中，会就{0A}寄宿于挂过复数人类{0A}首级的树上的树精。{0A}虽然外观是一位白衣{0A}美少女，单体个比一{0A}般人要小很多。虽然{0A}她不会说话，但是她{0A}的声音如同小鸟一般{0A}悦耳。
datMyth.PTP	148	0	<EMPTY>	ピクシ‒の群れの中で{0A}長の立場にある存在。{0A}際立った魔力、統率力{0A}を持ったピクシ‒が、{0A}こう呼び分けられる。	；在皮克西居于高位的{0A}存在。拥有出众的魔{0A}力与领导力的皮克西，{0A}才会被冠以此名。
datMyth.PTP	149	0	<EMPTY>	インド神話の鬼女。{0A}元来はドラヴィダ人の{0A}信仰する豊穣の女神で{0A}あったが、思想的に敵{0A}対するヒンドゥ‒教の{0A}普及に伴って悪鬼と解{0A}釈されるようになった。{0A}豊満な肉体をもつ全裸{0A}の女性として描かれる。	；印度神话中的鬼女。{0A}原本是达罗毗荼人信{0A}仰的丰饶女神，后来{0A}随着敌对的印度教普{0A}及而被解释为恶鬼。{0A}通常会被描写为拥有{0A}丰满肉体的全裸女性。
datMyth.PTP	150	0	<EMPTY>	あらゆる魔から家を守{0A}り、福を与えるとされ{0A}る聖獣。容姿は狛犬に{0A}似て見えるが、実際は{0A}獅子を象ったもの。{0A}琉球神話に色濃く語り{0A}継がれている。	；保护家中免受各种魔{0A}障侵扰，并带来幸福{0A}的圣兽。外貌近似狛{0A}犬，但实际上是在模{0A}仿狮子的外型。在琉{0A}球神话当中，留存着{0A}很多关于狮爷特色的{0A}记载。
datMyth.PTP	151	0	<EMPTY>	ヒヒの姿をしたエジプ{0A}ト神話の月の神。時を{0A}計測する者とも呼ばれ{0A}る。{0A}偉大な魔術の神として{0A}も知られ、悪神セトに{0A}殺されたオシリス神を{0A}蘇生させる呪文を女神{0A}イシスに授けたのもこ{0A}の神である。	；埃及神话中的月神，{0A}长得像狒狒一般，别{0A}名「测量者」。他是{0A}一位伟大的魔术之神，{0A}在欧西里斯被赛特所{0A}杀时，就是他将复活{0A}的咒文传授给女神伊{0A}西丝的。
datMyth.PTP	152	0	<EMPTY>	ドイツやスイスの伝承{0A}に登場する夢魔。{0A}元々は山中の地下に棲{0A}んで魔法の金属細工を{0A}行う者たちであったが、{0A}後に眠りを妨げ、病気{0A}をもたらす存在として{0A}伝えられるようになる。	；德国和瑞士神话中出{0A}现的梦魔。原本是栖{0A}息在大山的地下深处、{0A}负责对魔法金属进行{0A}加工，后来视为妨碍{0A}人们睡眠以及带来疾{0A}病的存在被广为人知。
datMyth.PTP	153	0	<EMPTY>	60~80年代にかけて{0A}アメリカで目撃されたと{0A}いう未確認動物。{0A}体の左右に「蛾の羽」{0A}を思わせるヒレ状突起{0A}がありこの名が付いた。{0A}血臭を敏感にかぎ分け、{0A}それを発する者をさら{0A}って生き血をすすると{0A}いう。	；在60~80年代间于{0A}美国被目击到的未知{0A}生物。身体的左右侧{0A}各有着如天蛾翅膀般{0A}的鳍状突起，因而以{0A}此命名。它对鲜血的{0A}味道十分敏感，会抓{0A}走身上带有血腥味的{0A}人，吸他们的血。
datMyth.PTP	154	0	<EMPTY>	インド神話の悪鬼。人{0A}間の精気を吸い取る存{0A}在と伝えられる。{0A}色の黒い、3メ‒トル{0A}あまりの巨体だが、時{0A}にその姿をビンに変え{0A}たこともあったという。{0A}元々は暴風神ルドラに{0A}仕える鬼であったとさ{0A}れる。	；印度神话中的恶鬼。{0A}是种会吸人精气的存{0A}在。虽然它有着高达{0A}三米的黑色身躯，但{0A}有时会变成小瓶。据{0A}说原本是侍奉暴风神{0A}楼陀罗的鬼役。
datMyth.PTP	155	0	<EMPTY>	ギリシア神話に伝えら{0A}れる吸血鬼。魔術の女{0A}神ヘカ‒テに仕えると{0A}される。{0A}美しい女性の姿で現れ{0A}るが、その正体は誘惑{0A}した男の精気を吸い取{0A}ったり、肉体をむさぼ{0A}り食ったりする恐ろし{0A}い悪霊である。	；希腊神话中出现的吸{0A}血鬼。据说是魔法女{0A}神赫卡忒的侍者。以{0A}美丽女性的姿态现身，{0A}但实际是吸取被自己{0A}诱惑男性的精气，并{0A}贪婪啃食其肉体的恐{0A}怖恶灵。
datMyth.PTP	156	0	<EMPTY>	インド神話の悪鬼。彼{0A}らは神々に敵対する者{0A}であり、人間を襲って{0A}は食らう残虐な存在で{0A}ある。{0A}醜悪な風貌は、見る者{0A}に恐怖を与えるほどと{0A}される。変身する能力{0A}も有していて、その敵{0A}を欺くという。	；印度神话中的恶鬼。{0A}它们不仅与神敌对，{0A}同时也会攻击人类并{0A}食之。其丑恶的面貌，{0A}据说会让看见的人恐{0A}惧不已。此外，它还{0A}具备变身能力，可借{0A}此欺瞒敌人。
datMyth.PTP	157	0	<EMPTY>	ウラノス神とガイア女{0A}神の間に生まれたギリ{0A}シア神話の巨人。名は{0A}「百の手を持つ者」を{0A}意味する。{0A}神々とティタ‒ン族の{0A}戦争の際、ゼウス神に{0A}死者世界から連れ出さ{0A}れると、これに協力し{0A}て勝利に貢献した。	；希腊神话中由乌拉诺{0A}斯与盖亚女神所生的{0A}巨人，名字的含义为{0A}「拥有百手者」在诸{0A}神与泰坦一族之间爆{0A}发战争的时候，他被{0A}宙斯从亡者的世界带{0A}出，他就此为宙斯效{0A}力，并为胜利做出了{0A}贡献。
datMyth.PTP	158	0	<EMPTY>	「地獄の天使」を名乗{0A}る、悪魔として顕現し{0A}た怒れるライダ‒。{0A}己を憎み、世を憎んだ{0A}その怒りは、自らを暴{0A}力のみを意思伝達能力{0A}とする忌まわしい存在{0A}へと変えた。	；自称「地狱天使」，{0A}并以恶魔之姿现身的{0A}愤怒骑士。它憎恨着{0A}自己与人世，由于怒{0A}火的煎熬，使它成为{0A}只能靠暴力表达自我{0A}意志的禁忌存在。
datMyth.PTP	159	0	<EMPTY>	イスラム伝説の食屍鬼。{0A}生者·死者を問わずに{0A}人肉を食う。{0A}墓場や廃きょを棲み処{0A}として、夜になると活{0A}動を始める。見た目で{0A}人間と区別はできない{0A}という。子どもや旅行{0A}者を好んで襲うとされ{0A}る。	；伊斯兰教传说中的食{0A}尸鬼，嗜食人肉，不{0A}问生死。它栖息在坟{0A}场与废墟之中，入夜{0A}后开始活动。看起来{0A}和人类没什么区别。{0A}特别喜欢攻击小孩和{0A}旅客。
datMyth.PTP	160	0	<EMPTY>	オセアニア神話に残る、{0A}銅の体をもった錦蛇。{0A}善悪を超越した偉大な{0A}存在であり、気象をも{0A}司る豊穣神。虹色の水{0A}を湛えた聖なる泉に棲{0A}む事から「虹の蛇」と{0A}も呼ばれる。	；大洋洲神话中拥有铜{0A}质身体的锦蛇。它是{0A}超越了善恶的伟大存{0A}在，也是掌管气象的{0A}丰饶之神。由于它栖{0A}息在彩虹色的圣泉当{0A}中，因此又称「彩虹{0A}之蛇」。
datMyth.PTP	161	0	<EMPTY>	バビロニア神話におけ{0A}る風と熱砂の魔王。獅{0A}子の頭と腕、鷲のかぎ{0A}爪を備えた脚、鳥の翼{0A}とサソリの毒、更には{0A}巨大な蛇の男根を隠し{0A}もつ。{0A}パズスの蔓延させた病{0A}は魔術の力によってし{0A}か治療できないという。	；巴比伦神话中，掌管{0A}风与热砂的魔王。拥{0A}有狮子的头与手臂、{0A}脚上有老鹰的利爪，{0A}还有鸟的翅膀与蝎子{0A}的毒液。除此之外，{0A}它还有一只巨蛇做为{0A}男根。帕祖祖散布的{0A}疫病，据说只有靠魔{0A}法才能治好。
datMyth.PTP	162	0	<EMPTY>	インド神話で悪霊を従{0A}えるとされる魔王。死{0A}を運ぶ者である。{0A}恐怖をかきたてる術を{0A}得意としている。修行{0A}するブッダを誘惑しよ{0A}うとしたこともある。{0A}強大な力は世界各地へ{0A}及び、メアやモ‒ラな{0A}どの闇の悪魔を産んだ。	；印度神话中率领着恶{0A}灵的魔王。擅长挑起{0A}人的恐惧，是带来死{0A}亡者。它也曾试图诱{0A}惑修行中的佛陀。{0A}其强大的力量遍及世{0A}界各地，产出了如梅{0A}亚、莫拉等黑暗的恶{0A}魔。
datMyth.PTP	163	0	<EMPTY>	インド神話の戦争の神。{0A}スカンダ、クマ‒ラと{0A}いう名で呼ばれること{0A}もある。弓矢を携え、{0A}パラヴァニという孔雀{0A}に乗っている。{0A}神々の軍勢を率いる将{0A}軍として、敵対するア{0A}スラ勢を打ち負かした。	；印度神话中的战神。{0A}别名塞健陀、鸠摩罗。{0A}他手拿弓箭，骑乘着{0A}名为帕拉瓦尼的孔雀。{0A}他担任率领众神军队{0A}的将军，打败了敌对{0A}的阿修罗军。
